1042	1590
1590	1042
1042	324
669	1271
1737	1271
1271	667
1517	1041
951	18
18	1158
1042	1097
1042	419
1430	1832
1832	462
1603	868
868	669
1517	667
434	1097
1097	434
434	291
291	434
1626	1363
315	1042
1042	1603
1041	402
402	1777
1271	1042
1517	1363
881	1042
1231	471
818	492
1319	743
743	1517
1517	632
1041	1517
611	1701
1701	611
1675	1042
1042	631
631	1042
1042	583
583	453
1042	1021
1967	868
1041	1923
1923	1041
1041	782
782	1517
1517	1041
300	85
811	1039
1041	1382
1382	868
868	1604
1041	1949
1073	717
1647	114
114	234
1624	18
1559	57
57	667
1507	1076
1042	471
1789	936
340	545
545	1432
1432	340
1042	1517
1363	1223
213	57
1958	81
234	462
300	1042
1271	491
667	1636
12	361
1967	1812
1812	1450
1450	1041
1517	1042
1517	1271
1517	1271
1042	758
1042	545
1812	1109
1109	315
321	554
554	467
827	811
811	1136
758	1085
1159	964
964	1159
993	850
850	1491
1491	1202
1623	1231
1231	1623
1623	936
434	1675
553	344
694	839
1041	951
1919	953
1901	479
1042	224
210	1363
1363	57
1517	361
1273	182
1042	1159
1924	1116
1116	1041
1041	1924
1924	1970
1970	1041
1041	1924
723	1594
1517	989
1517	1711
1214	1065
721	1916
1041	1517
1517	868
868	669
797	1782
1017	937
1288	1323
1323	1288
1288	1105
1105	1388
1755	1041
1042	669
669	81
81	868
417	1517
1517	1042
1517	669
669	667
667	253
1809	1408
1271	667
1517	1450
1517	1450
1041	1517
1517	1041
1866	258
553	1084
1084	1559
177	419
419	1085
414	1105
1105	414
414	1271
1271	414
1041	157
1041	494
1041	1517
1973	1019
1071	1316
1316	1071
1071	1316
1041	694
453	1796
57	1008
1008	57
57	1041
1041	1918
1517	1214
1041	1042
1041	118
631	1486
1486	1271
1271	1042
1033	1042
1586	1041
1809	868
868	81
81	148
148	854
854	1517
1517	315
315	1041
1041	1042
1042	1085
1271	1894
1041	1042
1843	881
577	206
278	1555
1555	1479
1479	1237
81	1539
1383	987
315	1363
1042	541
1592	1475
1475	337
895	1271
67	348
1041	1042
1517	1041
253	1693
1584	413
1517	513
363	1041
1042	315
315	1042
1042	868
868	148
148	1011
1011	1085
118	1393
1393	136
1041	929
929	1041
1041	1042
1288	1042
1438	916
1517	118
1041	1495
1401	1271
1271	1517
1638	1816
1816	1638
1041	1517
144	277
731	516
516	1107
1041	1517
1517	1041
1979	1363
1754	1159
1097	1663
553	1344
1344	553
315	829
1042	57
1041	645
645	842
1517	1816
448	1816
474	607
694	1371
145	677
677	1843
1843	677
1913	1041
1450	1462
1462	1006
1006	1041
398	1271
1042	312
471	118
291	505
505	1597
1517	304
631	1450
1450	1271
58	1271
1517	574
868	118
1026	47
47	1649
1517	1271
1041	1528
217	715
804	1541
1393	872
872	291
291	1393
1041	662
1032	1363
329	1199
868	81
81	1603
1603	1832
1217	1804
1363	545
1041	1804
1832	1517
1517	1832
1491	342
342	1363
1517	1042
1711	1097
1041	1812
433	1690
533	420
1277	553
553	1277
1277	553
1363	952
986	1042
1970	1924
985	1917
729	1042
310	1388
1388	119
782	1138
522	1301
1301	1271
916	1041
936	1736
1736	1011
1011	616
616	224
224	669
669	1517
1271	662
662	1042
1042	1979
1812	81
81	868
836	1199
1271	87
87	363
363	854
854	1636
1636	445
445	701
701	1042
98	1517
1041	1495
1495	1041
100	1660
936	647
1041	1042
1042	739
37	440
398	1539
1023	1812
1041	631
631	1271
1656	1693
1428	1024
1071	272
210	1363
969	1042
1659	1006
1041	1495
1809	669
75	1042
1199	583
583	629
629	1140
1129	144
144	1812
230	597
804	494
1042	81
81	108
1363	965
965	1074
1042	708
758	995
1517	755
755	1517
555	163
1517	1024
53	427
427	1041
545	108
392	1224
1065	1737
1343	1191
1304	1548
1548	1271
453	470
230	1042
1748	1041
1041	1363
1517	1024
1041	417
1517	1626
1437	1294
1473	167
1041	1042
1042	470
1603	1517
1517	1591
1041	942
1869	1271
1663	1271
234	913
913	23
445	1038
1038	2
2	1042
108	1042
19	1517
1517	162
1041	1224
1517	1563
1563	1042
1041	1492
1492	566
1517	1923
1923	1041
1041	1517
1467	1042
1703	1400
1041	729
522	283
1034	66
969	1042
1041	57
283	1041
361	1041
1271	919
919	1271
420	81
667	1042
1041	1199
367	699
547	491
1042	868
868	1041
509	1806
1806	509
1517	1343
1343	1042
631	936
747	62
62	444
444	1545
1517	669
669	995
995	1924
1924	315
315	1288
473	906
234	471
1517	1288
131	1918
1918	57
57	1918
1517	583
583	1363
1363	1042
743	253
253	743
1024	420
850	1584
1584	1491
1491	413
456	283
365	1078
1078	57
1319	1517
1041	936
1499	272
445	479
479	445
1107	1923
1923	1041
441	1363
1363	441
441	1363
1363	441
1041	1042
1042	1737
1041	694
118	948
948	1939
1444	1085
1085	1444
1041	1517
592	310
310	512
936	667
667	1924
667	1636
327	315
1157	677
677	1157
1390	1041
1723	12
12	1704
1704	553
553	1266
1266	801
801	1408
1408	1723
1723	1229
1229	1723
1723	1704
1704	553
553	1042
1041	118
165	940
940	1041
1041	359
868	1850
1850	1271
1041	1924
1975	1041
1041	1042
1042	1041
57	1592
985	676
676	1517
1271	1894
1393	596
989	811
402	439
439	1690
1690	402
402	439
439	1159
1159	1982
1982	402
868	1940
81	1832
1832	669
669	315
1041	1042
398	1539
1517	1344
916	158
344	942
942	1006
1918	1586
1207	347
1041	1334
1699	1539
1539	1930
135	1042
1150	1241
1241	969
181	1271
1271	1199
1199	181
668	1417
695	1473
868	81
81	398
398	1603
1603	1684
1267	1517
1517	1271
1581	1042
394	91
224	1042
758	234
1042	1967
1494	1041
1283	1041
1041	1283
1517	1042
1517	1042
868	1042
1041	1026
1041	1029
302	1140
1042	758
758	1042
1717	1660
1660	1717
1041	1042
222	1041
1041	521
521	1041
667	1812
214	1663
1299	1517
1517	10
1042	167
129	1517
950	239
239	747
747	1725
1041	936
522	57
57	444
444	1930
1041	1517
1082	1517
1517	1042
1517	346
346	1271
1271	662
1629	709
1517	1041
1517	1923
1923	1271
1578	485
1517	1042
1762	12
12	159
159	12
12	1230
1230	12
1517	1271
1271	1517
1517	669
283	868
1042	1041
1288	1042
1042	224
67	1248
1517	1979
1979	1271
1777	1301
1301	1208
719	81
942	1271
1594	1042
1042	1594
951	1042
631	1852
1852	1271
231	804
1176	49
1091	1363
1363	1005
1005	1224
1224	1363
1042	450
1517	936
936	1517
1924	995
995	1924
1923	1042
1042	456
868	81
419	804
804	1539
1539	1192
1192	419
1041	1495
1495	1517
1517	1041
1041	1517
57	522
1663	2
2	1663
1797	1574
1585	46
964	1301
711	1159
172	1042
1432	1042
1923	1042
1042	456
995	1924
1924	1011
1517	1866
1866	1517
1517	833
1789	1507
1042	367
367	1024
1085	1664
1325	1978
1492	689
1517	464
67	1248
1351	425
425	725
725	1351
1866	1759
868	1809
398	622
400	1042
1916	307
1042	1743
1517	1042
255	1517
1323	697
697	1245
1344	942
942	335
1178	400
1042	236
236	1070
1042	697
1517	1737
1737	1026
1546	1832
1421	444
1517	1271
1271	716
716	667
1363	951
758	1517
811	1377
661	28
28	1812
1041	1271
1271	1042
398	1267
1267	1041
1041	669
669	315
315	398
398	868
1517	1540
1540	1042
1042	371
371	1042
57	1192
1968	1517
1958	811
48	1517
1517	141
137	1273
1439	1450
1930	1539
1042	1517
668	85
1041	1664
1664	1085
76	315
1042	1684
1684	1603
1603	63
63	847
847	669
669	1684
1041	1271
1271	868
1990	1041
1041	73
73	1041
2	1042
1298	1430
1517	1042
310	743
1196	758
1517	1241
1241	1517
820	1948
1042	545
1123	1493
1924	667
667	669
1517	315
1041	1992
1042	1894
1042	1517
1750	1517
1548	641
1809	868
868	81
81	854
854	315
315	1042
1042	1085
1041	100
1026	1944
1041	545
877	1041
1041	603
603	877
1185	467
467	1185
1185	662
662	1812
964	434
434	888
888	1389
1389	494
1850	1117
85	545
545	85
1041	1517
8	1042
1721	1363
703	375
919	545
1042	1384
1041	1042
214	556
556	214
1214	1517
1041	135
1042	1765
1517	1699
1699	382
363	87
87	1304
647	719
719	1540
1540	647
1517	1384
714	1340
1340	714
494	1042
1017	1042
1042	553
553	1042
1042	553
553	1042
1042	553
725	1517
1042	1450
1243	280
545	161
919	67
67	919
919	1601
1601	157
157	1601
1601	1492
1492	157
157	919
919	1601
1601	919
919	157
157	57
1041	599
599	1042
678	1042
1042	1211
1366	1517
984	1177
156	756
676	868
1117	615
615	1117
936	1042
1042	1041
1041	1755
1399	587
587	1399
1041	1271
1271	1415
1415	1517
70	1024
1042	1273
1041	1517
1517	1267
1054	1494
868	1924
1517	1752
1115	950
950	1115
1115	950
1888	1592
1290	527
527	1271
1271	1041
1041	758
758	993
993	624
624	1171
1171	954
954	1245
1245	408
408	162
162	148
148	1041
1517	942
669	1042
1042	868
1041	1517
1816	1465
1888	761
1517	1271
780	1024
1765	1363
1008	321
321	1008
1041	1334
1041	1968
1968	1517
1041	1465
903	893
166	1006
1006	730
730	190
190	730
1517	1979
881	1042
1042	315
1462	1517
1042	1528
1041	1042
1041	667
1041	1159
1159	1271
291	922
922	291
291	922
479	268
1517	374
374	1517
1041	661
661	662
1517	420
1491	708
708	1168
1041	1517
1517	1041
1517	502
1041	1811
1811	1097
1816	1502
1502	545
1675	751
417	1517
272	1804
1431	1042
1042	1431
842	688
1196	427
427	315
1319	1042
1041	688
688	1700
1700	1465
1465	688
1317	558
583	1041
1636	743
743	1503
1503	743
743	1580
1042	845
1041	1271
1271	315
315	1737
1737	1041
1042	579
1700	1465
420	324
1384	1042
709	367
545	909
964	1041
919	1316
868	1271
220	1619
1619	220
1517	1979
1979	23
460	667
667	662
165	246
1041	1517
1517	1199
1159	86
876	1517
1698	1042
1749	1430
1430	1129
1129	1181
1181	247
283	1097
1097	881
881	1042
1042	386
1517	1968
1517	1248
1042	1432
982	148
148	1323
1323	982
1874	420
420	1546
1546	522
1517	951
1517	1812
1812	1281
307	1138
1138	1626
1626	965
965	399
1517	1041
1986	715
1517	1861
572	1026
1026	1271
433	1503
118	1041
1517	553
315	1563
667	23
1517	1271
1271	1042
1102	234
1041	1271
1271	439
1517	283
868	964
57	545
1280	1510
23	1701
1042	363
148	57
1812	1517
1517	1041
522	1041
1202	662
662	1737
1811	28
28	1811
57	1592
1517	1857
1857	1640
1743	1725
936	647
647	1517
1517	1738
1738	1166
1166	1517
667	1271
1271	103
1517	1737
217	1756
1756	217
217	1756
1756	217
583	1042
587	681
681	587
587	964
964	344
344	587
587	406
406	1285
1285	406
1041	667
667	1295
989	1517
1517	1669
1669	662
662	667
667	1737
1737	1042
1042	1271
1271	1042
1042	1271
1271	148
148	694
694	1330
1330	224
1136	1159
1517	1967
1967	1517
1042	479
522	1251
1690	1738
631	1042
1042	1271
1271	371
1517	1629
1042	804
677	1157
1517	1097
641	1042
1042	641
1517	1026
1026	1042
1042	1271
1042	1979
747	1041
112	1416
1416	112
112	230
230	112
1041	1517
163	1573
547	1354
1354	600
600	826
826	600
600	445
445	826
826	877
877	826
1042	456
1271	1042
1033	1517
1248	1517
1517	594
1041	1517
1041	2
1041	1447
1041	647
1041	620
1042	767
71	1659
1402	1042
1042	1517
1517	1267
1041	420
1475	1517
1517	1041
1042	1811
1811	1042
1392	139
1583	1788
1788	1583
1041	1271
1041	811
1041	1042
1811	1065
1065	1492
1267	868
868	669
283	91
91	283
283	91
545	1041
1517	723
1041	912
912	1178
1041	359
1517	1042
1517	1009
868	1422
1517	603
1041	1517
1517	1851
1851	1041
1041	1517
1758	1492
1492	1758
1517	1196
616	1102
1517	1968
1968	1517
854	697
951	189
189	1517
1789	1738
1517	976
976	1294
1517	942
942	1517
987	1517
1517	1041
1041	987
987	436
1041	278
278	662
1042	118
129	1074
98	587
587	1852
1923	320
1367	1042
1042	1517
1042	172
635	503
57	758
758	1690
1690	1036
854	1042
1042	1344
1517	1042
1042	958
778	667
1517	1492
1491	1719
1719	1491
1041	1271
1041	1444
1444	973
973	1042
1042	1041
1517	431
1041	1517
1551	1586
1812	669
1918	1689
647	401
1042	1737
1041	1295
1042	603
1517	1041
278	1811
1058	840
840	1058
1041	1042
91	1621
1344	1042
1042	804
804	1517
1041	1804
1041	640
640	669
669	1042
1517	1379
1832	1482
1482	1494
1494	272
272	1494
1517	398
398	1517
1517	1575
1495	1041
1199	1924
1517	2
1390	1675
1675	1390
1390	367
453	1041
942	1739
357	1517
1517	1356
1356	1517
1517	417
417	1517
1041	1042
1684	868
868	81
813	1678
1678	662
1041	315
315	957
957	1517
1517	1245
1245	408
408	1245
1245	667
667	1041
1041	449
449	1888
1888	1091
1091	1924
1024	363
363	1517
1450	1042
714	793
1202	1042
1042	1517
1042	435
435	91
91	739
307	1138
1138	506
81	1041
275	1041
1041	743
743	93
93	51
1042	1888
1041	1249
626	169
169	626
626	169
169	626
626	169
1517	272
272	1271
1271	346
1517	916
916	1041
1432	1136
1136	1041
1517	1654
1214	1188
1629	1517
1517	1041
1041	1629
826	1042
707	1042
1271	448
448	1894
1894	448
1517	1271
1271	1042
1042	1517
1517	723
723	1517
47	1648
1064	1042
1042	1830
1041	1967
272	1517
98	1577
420	1690
1690	1888
1373	1097
631	1271
1129	692
692	304
304	1611
1697	1858
57	1984
1136	1042
1439	1133
1517	1041
1517	283
1296	293
1041	1248
952	1013
1013	952
645	1594
677	1957
1957	324
324	677
677	1957
1957	1042
315	716
716	1271
952	1224
1224	100
1214	662
118	868
868	1994
581	1995
1428	1432
761	494
1042	118
118	868
136	1578
1578	107
1517	551
1244	182
1684	868
868	81
1673	522
854	1042
1042	1517
1042	1041
868	81
81	1271
1271	868
868	1517
1812	1042
1042	1271
1271	1450
1450	1042
1041	1271
1271	1042
1581	1539
1539	1592
1041	44
670	152
152	1102
1102	152
1267	1517
1517	1041
1041	669
641	1789
1789	641
1830	453
1321	1383
1383	1321
382	635
1271	1210
1210	1517
1517	1041
1041	1517
1041	1517
1517	378
359	1811
100	1508
1508	1041
1041	1517
1517	868
743	1575
1041	1042
1517	405
1041	1755
1755	1041
789	1041
1041	1042
464	528
1191	1573
1041	1852
1852	1042
1042	669
669	148
1517	1430
1041	1271
1271	1041
1629	81
1042	1517
143	1626
1626	307
307	143
143	315
315	143
1042	667
1517	1267
1738	1199
703	1586
343	57
1041	1237
1237	1041
739	280
1041	1711
1245	1711
708	1041
1041	1517
689	1508
533	1229
1737	417
1809	366
1370	1786
553	1584
1584	553
401	1041
1832	1041
1517	1042
1042	1517
522	1489
1517	1041
1041	122
42	1041
1042	1245
1042	1517
1042	841
841	1042
2	1041
1923	234
1517	611
611	1517
1517	611
1042	1097
1861	547
547	1648
1648	911
374	1174
1174	101
101	490
490	1373
1373	649
649	1686
1686	631
631	1038
1517	1271
1271	854
1517	866
1042	1444
1626	747
747	1670
1041	1663
1450	1755
1755	1450
1450	634
969	1924
1041	253
1085	1041
1041	165
1041	81
1041	1291
1517	667
1230	1297
1976	1041
1004	1866
1097	1508
1041	165
1228	394
1042	1076
1076	1041
1517	1924
1042	1450
1684	1924
1924	118
708	1663
1663	1473
1041	1042
1042	1041
1042	669
1041	1517
903	1042
451	1738
1738	451
1517	668
758	1042
1042	1738
1319	1668
1668	1319
1041	1517
1042	165
165	804
1041	1042
1042	969
969	57
954	1097
989	1042
1116	500
1630	553
553	1630
1504	1913
1041	1188
1143	1265
1690	81
1517	1707
1707	1653
1653	1430
1430	1042
1042	1271
1258	1967
1967	1258
1042	1924
398	1687
1041	1545
1630	522
1202	1042
422	1517
1190	1806
419	1041
779	36
36	779
1517	937
1924	1041
1041	709
359	1913
1913	1599
1599	1495
1495	860
860	1918
1422	1041
1041	315
900	1940
1940	900
1517	1283
1041	1737
1737	1041
367	1024
1041	1967
1058	283
1271	1042
1517	1199
1199	669
1041	833
952	951
951	871
1653	1486
715	415
40	1415
1415	40
1942	1042
431	1042
1533	1271
1041	1430
1430	1041
1202	1042
1041	1517
1031	464
464	456
456	668
668	100
100	987
987	100
1590	324
324	1042
1041	640
1041	1214
1214	583
304	708
708	1158
1158	1097
1517	1041
1041	477
85	1294
1294	85
1517	1559
1559	1517
1415	820
820	638
1517	1271
1271	1042
1042	1979
1979	667
1042	909
1811	1690
1690	1041
283	522
494	1517
1107	1090
471	315
315	471
382	1459
2	678
1006	278
1432	958
958	1042
307	462
1930	1916
1041	1950
1041	782
782	1041
1041	782
1517	1041
868	1042
1041	1690
1684	1041
76	1517
1517	1041
1041	1517
669	148
148	1809
1809	868
390	1041
1592	717
669	1042
81	394
394	105
694	667
1041	949
1517	1737
1737	667
667	1432
1432	471
1986	1377
1064	1539
1743	506
697	1431
1641	1966
1007	485
1042	37
1041	868
868	1041
363	641
1093	269
269	554
554	21
21	1349
1349	269
269	554
554	1093
1093	554
554	1351
1136	811
811	827
827	1136
1041	1950
1517	995
995	1517
167	1042
1041	1664
1968	1042
1517	1041
230	616
616	1273
1273	616
616	1663
1943	1042
1042	1943
1943	1159
1159	1042
1041	1038
1594	363
1199	1165
1165	522
669	1430
1430	118
118	936
1967	1680
1041	315
315	1041
1041	1343
1296	1042
868	1684
1041	479
1271	1041
1041	1517
1517	1663
1042	1271
1271	420
108	1042
1041	667
667	725
1006	1517
1041	1517
553	1041
996	1084
1084	996
1517	1271
1271	1517
1042	1006
1517	1503
1586	1071
57	1008
1008	1063
1063	890
890	57
57	1008
860	1041
1664	1085
1085	1664
417	1517
1517	1647
1041	1042
1422	118
1517	1042
1042	913
581	522
668	1919
1919	1156
1539	1491
1610	616
547	340
340	1830
1858	1219
668	985
1517	1041
868	81
81	1809
1809	148
148	669
1592	337
337	1591
1591	337
337	136
136	337
1517	1816
1559	1517
545	464
464	301
1042	1462
662	1042
1042	524
1065	471
207	1097
1393	118
118	136
136	118
118	136
136	1884
1884	136
661	1924
1041	936
929	1041
1042	1024
272	1164
1447	698
698	1447
1447	698
1054	1728
1161	1517
1041	1473
1517	1041
1517	826
826	1517
1517	826
1041	1517
1880	548
315	804
804	234
234	315
315	234
1041	1450
1450	1041
1159	1754
1754	1159
616	1273
1273	616
1017	919
1041	1450
1517	1041
1041	307
1301	1041
1041	1301
616	1042
1041	1990
1042	167
595	789
1517	697
1517	842
1041	1042
1042	1041
531	312
1597	1694
1694	435
1041	1968
993	1430
1041	1211
433	100
1271	1042
1041	1890
716	1042
622	291
291	1925
1925	1622
1622	291
964	1738
1517	1202
1042	1271
868	1812
291	947
947	291
42	1452
1866	743
1684	669
669	398
398	1539
1539	987
1041	1924
668	1645
1465	1156
1090	100
100	1090
1090	1041
1041	1090
165	1864
1041	1271
1271	47
47	1271
342	1491
1024	420
420	1024
1042	108
108	1042
1271	1894
1041	1880
1042	1584
1517	678
936	1725
553	629
606	1504
1504	739
1041	1517
1041	695
527	420
1940	1097
1041	1051
118	545
545	964
307	1102
1042	1430
1663	1097
1041	1517
1042	631
631	122
1968	951
616	1402
1402	450
450	1402
1351	289
1690	1755
1041	1058
1042	669
669	1042
661	1064
1064	936
1495	811
1517	1843
124	37
1970	1149
1149	1185
1042	165
165	1042
1042	1041
1271	1041
81	678
1077	1399
1399	1077
1077	789
1271	667
1254	1041
1367	348
1041	1319
1517	1795
1752	1586
302	581
581	143
143	581
581	1940
1940	874
55	1042
1517	1271
1041	1865
1865	1586
1041	1517
1517	1271
1271	1042
1042	1517
1271	346
1517	1042
1042	583
363	1545
1042	1450
1294	716
1041	1517
942	1042
1861	868
1881	1271
669	1042
1271	1196
1517	1041
868	53
53	247
471	1042
272	1517
453	522
1271	1017
1017	67
1117	1517
307	1396
1396	307
419	57
165	1041
1041	165
1244	1129
405	1024
1517	1041
363	1517
1517	1041
1112	104
1041	743
1221	1042
868	669
669	81
1430	1041
1042	410
1930	1296
1296	1457
1457	952
952	1967
1967	837
1271	667
667	1924
1924	527
527	1690
1690	315
1042	695
1041	667
1041	987
1970	1384
1041	1450
1450	1041
1041	554
1021	1042
1042	1517
1517	1041
1041	350
350	1539
1539	1271
1042	1865
1517	1042
1042	1450
1450	348
348	1517
1042	462
1745	1196
1852	1271
1271	1852
450	1663
1663	450
450	616
1517	1041
1041	1042
1042	1780
108	1042
283	1078
1078	57
1214	758
758	1214
868	81
81	868
1861	1097
1097	969
449	66
669	631
1517	1042
1041	1334
1031	708
368	361
1041	196
196	325
325	196
196	1155
1155	1041
81	371
371	522
1271	667
1041	283
283	1503
1517	272
272	1271
1271	400
1041	527
1271	1024
1024	1439
1439	1024
693	1042
181	1271
1244	1199
667	1041
1041	868
868	854
854	669
669	1924
293	667
1517	1693
1693	1041
1517	1041
57	283
887	230
1737	1430
306	1041
1041	1042
1042	1041
1936	1918
1765	1648
1648	1097
1097	1765
1517	1041
1607	1960
1075	1745
1041	1725
694	361
583	1042
1517	363
1041	1517
1517	171
118	105
445	1041
1271	1737
1041	1930
306	1517
1517	1579
964	525
1517	1041
1041	1042
36	1967
1984	1041
1041	1890
1041	916
398	1042
1042	1271
831	947
868	402
402	1041
758	304
1517	378
606	291
291	795
1248	1517
1585	667
667	1585
1585	1830
747	1042
1042	1517
1517	747
268	647
1380	543
543	1380
1380	543
868	1042
1267	1042
1042	669
1041	1367
1918	1024
1024	1918
1034	1042
1041	912
1107	1704
1704	1641
1641	1723
1723	1704
1704	1042
1041	1042
1517	1924
1517	1271
1271	669
669	81
81	1517
1755	1041
524	450
995	1129
1129	494
1042	315
1041	278
1097	450
450	1097
1041	868
494	1271
868	136
1042	1271
1517	1041
1041	1517
1752	1586
1586	1940
1741	1142
1142	1393
1393	1942
1042	1041
1517	1042
70	1861
1861	70
1041	969
1517	694
694	355
1042	1041
1616	1937
1937	1136
1097	1408
1408	1097
1097	1041
1041	1408
1408	1288
367	1517
1042	402
402	1041
1041	1517
1517	402
57	1546
1546	1940
951	1880
668	1006
1511	1102
1102	1511
1511	566
566	1511
1511	1284
253	1950
1950	1992
1042	868
876	1008
1008	321
1041	1832
1367	616
1041	1042
1042	1548
662	1894
419	1042
178	1149
1042	1041
1041	1861
1307	433
1219	1042
1626	100
2	522
464	1231
1042	248
1041	1538
1538	1042
1042	1271
1271	1517
315	1042
1042	1684
1684	1041
1041	1517
1517	1042
1042	81
81	1042
546	432
